latitude,longitude,acq_date
-15.02351,-63.80603,2024-10-02
-16.69553,-57.40022,2024-10-01
-8.62617,142.276,2024-09-30
-8.49293,39.11369,2024-09-30
-7.99924,32.60773,2024-10-02
-14.17127,136.63745,2024-10-02
-8.56271,38.94025,2024-09-30
-10.05708,14.69314,2024-09-30
-11.71323,133.30521,2024-10-02
-16.71816,29.49775,2024-09-30
-16.50023,36.36085,2024-10-01
-11.34153,35.273,2024-10-01
-13.2054,-67.54617,2024-09-30
23.10558,31.13458,2024-10-02
-18.82505,21.15084,2024-09-30
-16.36428,35.97095,2024-09-30
-9.23652,-68.17064,2024-10-01
-15.73314,-62.31277,2024-10-02
-9.72054,-67.5729,2024-10-02
47.44237,-102.68956,2024-10-02
-14.70733,-65.6945,2024-10-02
28.18107,-98.326,2024-10-01
-10.4393,33.26859,2024-09-30
-9.09035,142.60954,2024-09-30
-21.37556,-50.9579,2024-10-01
-13.90972,-63.37799,2024-10-01
-14.92728,-63.55774,2024-10-01
-17.68996,145.1694,2024-09-30
-15.35128,-64.11114,2024-10-01
-17.05226,-56.7049,2024-10-01
-11.8353,29.35383,2024-10-02
-7.48633,-63.98376,2024-10-02
50.60639,41.76522,2024-09-30
-10.86195,33.2905,2024-10-01
-3.74048,15.92288,2024-09-30
-10.81064,26.45362,2024-10-01
-19.55179,44.72308,2024-10-02
30.62131,-91.518,2024-10-01
-2.93543,-52.91441,2024-10-02
-15.7439,-64.41998,2024-10-03
-13.51719,-64.12976,2024-10-02
-8.05347,15.23514,2024-10-01
-14.55696,143.62375,2024-10-02
-15.4927,129.09012,2024-10-01
-21.39161,-50.96164,2024-10-01
-16.66296,35.9388,2024-09-30
-12.16957,-50.08718,2024-10-02
-16.94759,38.23833,2024-10-01
-22.98158,-51.71396,2024-10-01
-12.5694,35.72295,2024-09-30
54.65656,116.72538,2024-10-03
-15.85806,36.87107,2024-09-30
49.05639,37.63048,2024-10-01
-14.96537,-68.3401,2024-10-02
-16.31787,38.55065,2024-10-01
-14.6025,18.00643,2024-10-01
-17.82644,177.43388,2024-09-30
30.87725,5.64235,2024-09-30
-18.09414,-57.88335,2024-10-01
-16.71404,-57.37442,2024-10-01
-16.93356,16.05688,2024-09-30
-14.37801,-63.03708,2024-10-01
-19.70998,33.34948,2024-09-30
-23.22167,47.36873,2024-09-30
36.64566,119.4134,2024-10-03
-14.15243,-63.50085,2024-10-01
-16.8326,-55.90763,2024-10-01
-15.43582,37.6031,2024-10-02
-7.46319,13.80445,2024-10-02
59.70593,103.75394,2024-10-02
-12.34634,135.46838,2024-10-02
-15.7413,-63.74429,2024-10-02
-15.26246,145.26907,2024-10-01
-23.22305,-52.3891,2024-09-30
-15.15598,125.25459,2024-10-03
-21.41973,44.31092,2024-09-30
-15.76262,18.67818,2024-10-01
-31.01177,28.33392,2024-10-01
-12.68814,-54.09452,2024-10-02
-12.45374,33.99752,2024-10-02
51.3672,46.88094,2024-09-30
-22.29912,-48.44275,2024-10-02
48.96283,72.14714,2024-09-30
-24.23049,-51.56863,2024-09-30
-17.18003,21.46172,2024-10-02
-24.80289,46.2258,2024-10-01
-13.45231,-63.23785,2024-10-03
32.25815,47.24891,2024-10-02
54.52031,40.74598,2024-10-01
32.5603,114.14986,2024-10-02
33.08954,-80.34225,2024-09-30
-16.86026,36.65645,2024-10-01
-13.16482,-66.32834,2024-10-02
-6.83991,-59.10413,2024-10-02
-16.54964,36.49391,2024-10-01
-12.77849,-66.92069,2024-10-02
-3.30302,-53.69793,2024-09-30
-13.03348,-71.25491,2024-10-02
-16.66433,33.92307,2024-10-01
44.90698,-107.47028,2024-10-02
51.70771,34.43647,2024-10-02
40.73296,26.40568,2024-10-03
-16.94016,-56.18576,2024-10-01
24.71391,74.67143,2024-10-01
-12.10386,-50.05052,2024-09-30
-12.64299,-50.96623,2024-10-02
-12.93978,13.89746,2024-09-30
-14.90207,132.06799,2024-10-02
-12.29435,14.24916,2024-10-01
-22.36936,-49.34434,2024-10-01
52.83733,115.61177,2024-10-01
-14.79871,-65.5748,2024-10-02
52.84365,115.47971,2024-10-01
-10.09982,14.4863,2024-10-02
25.00418,76.94516,2024-10-03
-13.47077,48.539,2024-09-30
-13.10731,17.11479,2024-10-02
-19.98821,24.1856,2024-10-02
-17.85245,-57.72997,2024-10-01
-21.6692,139.48596,2024-09-30
-7.5047,38.08435,2024-10-01
5.21516,-54.30005,2024-10-01
27.01991,49.57547,2024-10-03
-15.03998,-63.60582,2024-10-01
-16.14598,-55.41329,2024-10-02
38.5194,102.30407,2024-10-01
-16.03541,136.46791,2024-09-30
-14.81012,18.4683,2024-10-02
-24.24288,-64.0485,2024-10-01
-15.4863,40.36581,2024-09-30
-14.67125,-63.94904,2024-09-30
35.53194,44.33519,2024-10-01
-14.23935,-63.30153,2024-10-03
-15.14116,-62.02694,2024-10-01
-17.3951,-59.77443,2024-10-01
-7.50218,-44.96339,2024-10-01
44.90995,-107.41309,2024-09-30
-8.51679,141.17371,2024-10-01
-9.99824,-68.55912,2024-10-01
-12.66126,-54.06303,2024-10-02
-16.28396,45.58868,2024-09-30
44.86776,-107.47729,2024-10-01
-31.21437,27.40879,2024-10-02
38.06913,22.51535,2024-09-30
-7.42519,-72.72735,2024-10-02
49.21088,37.98434,2024-09-30
-14.18026,-62.98327,2024-10-01
31.20884,49.21664,2024-10-02
-14.93854,-62.42066,2024-10-01
-15.61448,-62.30416,2024-10-01
-14.18513,-46.45634,2024-10-01
-27.37584,30.75483,2024-10-01
-16.71581,-57.39702,2024-09-30
-23.39691,47.65173,2024-10-01
-16.52784,36.23421,2024-10-01
-10.69611,36.95757,2024-10-01
-10.62057,35.89045,2024-10-01
-13.99408,30.86,2024-09-30
-12.74684,34.84773,2024-10-01
-12.08938,27.656,2024-09-30
-16.50813,136.70007,2024-09-30
-16.87053,36.60871,2024-09-30
-4.22043,143.80328,2024-10-03
-4.71242,16.55291,2024-09-30
52.85087,115.64896,2024-10-02
-15.76833,39.27831,2024-10-01
-16.49386,135.66183,2024-10-02
-16.25591,23.48957,2024-10-01
-14.62403,-62.35189,2024-10-03
-14.4753,-63.0051,2024-10-03
-12.96221,35.31722,2024-10-01
-15.0576,-61.94206,2024-10-02
-22.60564,-44.02625,2024-09-30
-14.39621,19.06827,2024-09-30
-13.11898,-67.59308,2024-10-02
-14.93927,131.99332,2024-10-02
-14.54824,143.59064,2024-10-03
-14.54374,-62.55518,2024-10-02
-12.48221,-63.88005,2024-09-30
-16.54733,36.59467,2024-09-30
-19.44822,44.60193,2024-10-03
-25.00722,-60.70657,2024-10-01
-16.28716,136.70827,2024-10-03
-15.08912,33.12294,2024-10-01
-10.11432,39.07403,2024-10-01
-6.51431,-43.99125,2024-10-02
45.08929,65.07778,2024-10-03
31.56463,-102.91679,2024-10-03
-5.11624,13.47821,2024-10-02
-18.01201,-59.51593,2024-10-02
30.82918,47.32638,2024-09-30
-11.83922,35.74324,2024-10-01
-16.92964,37.9311,2024-09-30
-9.23935,37.44834,2024-10-01
-8.04009,35.2395,2024-10-02
48.98119,34.51251,2024-10-01
-3.93369,26.675,2024-09-30
-15.45771,-64.00782,2024-10-02
-14.80383,-66.51085,2024-10-01
43.88748,-122.20663,2024-10-01
-14.76495,39.02892,2024-09-30
-15.48286,-63.7499,2024-09-30
-8.87969,37.12286,2024-10-02
-16.35825,21.25283,2024-10-02
-18.36991,-58.89009,2024-10-02
-12.70931,132.12228,2024-09-30
-16.80668,-55.95629,2024-09-30
22.67619,56.32748,2024-10-02
-3.39064,-54.07994,2024-10-02
44.89475,-107.46809,2024-10-02
-6.93509,29.57931,2024-10-03
-18.93825,-65.77386,2024-09-30
30.01389,117.99995,2024-09-30
-12.72663,-67.61765,2024-10-02
-34.76175,-64.74688,2024-09-30
53.80714,-82.55782,2024-09-30
-9.70775,31.84425,2024-10-01
-13.16107,31.64172,2024-10-01
-21.12759,46.88584,2024-09-30
-16.94164,35.73191,2024-09-30
-8.6305,141.03142,2024-10-01
-16.6686,36.14045,2024-10-01
-11.01429,-46.5073,2024-10-02
-13.1021,-67.57035,2024-10-02
-4.47418,32.68906,2024-10-03
-13.45733,-64.22272,2024-10-01
5.31623,31.25634,2024-09-30
-13.66477,37.8256,2024-09-30
-15.89788,19.23197,2024-09-30
-15.05217,-62.02399,2024-10-01
-14.96322,-62.28669,2024-10-02
49.68046,37.40818,2024-10-01
-16.5227,133.33636,2024-10-02
-15.55959,136.04095,2024-10-02
-16.41486,35.96023,2024-10-01
-7.34351,-46.21323,2024-10-02
-17.35032,47.20061,2024-09-30
49.02177,72.31839,2024-09-30
-17.73973,36.03891,2024-10-01
-13.01713,35.62766,2024-09-30
-16.88786,38.72964,2024-09-30
-8.18535,-42.56499,2024-09-30
-16.13971,-55.41795,2024-10-01
-14.53877,-62.41264,2024-10-03
52.13433,20.25069,2024-09-30
-12.30304,134.93335,2024-09-30
51.11625,61.25405,2024-10-01
2.52134,103.8066,2024-09-30
-6.27005,-42.71537,2024-10-01
-14.54428,37.50392,2024-10-02
-15.31881,34.1703,2024-09-30
-15.16828,-61.87126,2024-10-02
25.72905,112.70692,2024-10-02
-24.98852,45.03965,2024-09-30
-16.29008,135.82338,2024-10-01
-28.62828,-58.2299,2024-10-01
-23.99379,27.97573,2024-09-30
44.32128,-119.69751,2024-10-01
-16.74499,34.57606,2024-09-30
-13.26593,31.56933,2024-10-01
-11.45492,142.35899,2024-10-03
-14.16385,-63.93707,2024-10-01
38.12431,40.95858,2024-10-01
-19.78667,44.69358,2024-10-02
-4.93905,13.08123,2024-10-02
-14.25707,-65.16302,2024-10-02
-5.60868,17.25207,2024-09-30
36.77173,10.25012,2024-10-02
-14.19176,-62.94526,2024-10-02
-11.51552,28.26847,2024-10-02
-10.69956,-69.38264,2024-10-02
-14.96051,-61.87081,2024-10-02
-17.37627,-59.78472,2024-09-30
-6.45634,26.86255,2024-10-01
-3.92869,-49.69114,2024-10-03
-16.02218,-64.56103,2024-09-30
-15.70781,-62.45441,2024-10-02
39.65675,47.8746,2024-10-01
-15.06399,-61.93907,2024-09-30
-10.86007,-44.79244,2024-09-30
44.86611,-107.43134,2024-10-02
-13.29405,-66.32376,2024-10-03
-15.81658,38.86181,2024-09-30
-13.15919,-49.65191,2024-10-01
-12.80806,130.79825,2024-10-02
38.05877,67.29465,2024-10-01
-17.7051,35.81711,2024-10-01
51.54121,36.32358,2024-10-01
-16.85997,31.70909,2024-10-01
50.30804,37.60751,2024-10-03
-8.66444,14.23796,2024-10-02
-14.95552,-63.31342,2024-10-01
-17.61713,30.47953,2024-09-30
49.4712,36.63084,2024-10-02
-15.53112,-62.18813,2024-10-01
15.90786,78.26594,2024-10-03
-9.7786,-68.4187,2024-10-02
-8.75075,-45.17772,2024-09-30
-16.62167,136.77553,2024-10-03
25.67978,50.11376,2024-10-03
43.6411,-110.0573,2024-09-30
-16.43095,126.94421,2024-10-03
-10.99776,39.72318,2024-09-30
-16.82947,-57.4815,2024-10-01
-11.03792,32.02711,2024-09-30
-14.88925,-63.46479,2024-09-30
-14.72827,13.71672,2024-10-01
-4.83853,15.16696,2024-10-02
-20.0019,-55.47627,2024-10-01
-12.33082,-54.09303,2024-10-02
-18.0008,45.74721,2024-09-30
-24.02531,30.04377,2024-09-30
30.52799,73.40855,2024-10-03
-16.61822,35.86703,2024-10-01
-0.19613,37.73438,2024-10-02
-14.83296,-63.45262,2024-10-02
-14.583,-62.39949,2024-09-30
-12.31544,17.43199,2024-10-01
50.274,36.2518,2024-10-01
-14.85704,-62.86705,2024-10-01
52.87193,115.51654,2024-10-01
54.68385,116.7798,2024-10-02
-18.29017,34.18314,2024-10-01
-18.28448,44.89156,2024-09-30
-17.56459,135.2674,2024-09-30
-12.3985,35.04222,2024-09-30
-12.53714,141.7836,2024-10-01
-8.26406,146.30263,2024-10-01
-14.24004,-62.90755,2024-10-01
-12.22967,-59.24587,2024-10-02
-11.6787,24.93148,2024-09-30
-13.1219,-63.01152,2024-10-01
53.22866,42.55032,2024-10-02
-20.71959,134.13194,2024-10-01
-13.87412,29.50021,2024-10-02
-6.32731,-46.41945,2024-09-30
-16.83182,29.18211,2024-09-30
37.40845,106.62684,2024-10-02
46.19668,-113.88033,2024-09-30
44.86447,-107.39671,2024-10-02
-18.63515,35.12488,2024-09-30
47.69399,36.95522,2024-10-02
-4.34556,21.32072,2024-10-01
-17.54876,36.95638,2024-09-30
-9.59446,-54.26111,2024-09-30
-14.59215,-62.36343,2024-10-02
-11.90082,17.64547,2024-10-01
-13.46337,-61.90633,2024-10-02
-7.81597,14.62951,2024-10-02
45.14714,65.00945,2024-10-03
-15.98307,36.86112,2024-09-30
-31.48863,26.23249,2024-10-01
-13.43835,35.58563,2024-09-30
-22.03269,-48.74926,2024-10-01
30.86284,47.92556,2024-10-01
-20.86576,-51.08237,2024-10-01
-13.46474,31.19021,2024-09-30
-16.77341,20.58958,2024-10-01
52.28932,33.78593,2024-10-02
-18.26754,33.08693,2024-09-30
-9.83362,14.86806,2024-10-01
-15.19989,21.77006,2024-10-01
-38.84224,-68.07907,2024-10-01
-23.99887,27.1676,2024-09-30
-17.16495,-60.22107,2024-09-30
-17.79798,36.78322,2024-09-30
-11.27511,-69.54243,2024-10-02
-15.0702,-61.90858,2024-10-01
-9.34167,-67.6983,2024-10-02
-17.05636,37.77819,2024-10-01
-12.88713,34.92171,2024-09-30
-8.23674,36.86006,2024-10-01
30.26132,113.99343,2024-10-01
-4.17436,14.90829,2024-10-02
-20.70528,134.23529,2024-10-01
-17.00095,-59.87888,2024-10-02
-28.18433,152.57521,2024-09-30
-10.5386,32.42315,2024-10-02
-9.218,14.68013,2024-10-02
-12.22854,132.49326,2024-10-03
-26.44316,-60.95041,2024-10-01
-14.96821,-62.27897,2024-10-02
-27.17435,132.33054,2024-10-02
-16.91369,20.12809,2024-09-30
-11.45952,26.11899,2024-09-30
44.33207,-119.68357,2024-09-30
-30.97264,27.34793,2024-10-01
15.36855,108.32412,2024-09-30
-8.74194,-45.14963,2024-10-01
35.81043,-0.25539,2024-09-30
-15.1285,-63.37068,2024-09-30
32.25924,51.52993,2024-09-30
-22.23429,32.88095,2024-09-30
-11.58205,37.27722,2024-10-01
39.62995,8.79825,2024-10-01
-19.40576,44.60846,2024-09-30
-16.07547,127.90547,2024-09-30
-7.73892,31.62331,2024-10-03
-7.86111,-43.09217,2024-10-02
-9.6358,-53.59247,2024-10-01
-16.56125,135.67444,2024-10-02
-15.27384,20.77796,2024-10-01
29.69868,6.69762,2024-09-30
42.33648,-91.29034,2024-10-02
-16.62561,32.8945,2024-09-30
30.00733,-93.98521,2024-10-03
48.88029,38.9229,2024-10-01
47.87197,33.44207,2024-10-01
0.20504,-51.10882,2024-10-02
-13.42647,35.0751,2024-09-30
31.7167,49.58842,2024-10-01
-22.07687,47.8305,2024-09-30
-14.29772,19.96031,2024-10-02
-15.81259,16.2667,2024-10-02
-16.62043,21.45363,2024-10-02
-20.64968,-48.75051,2024-09-30
-11.08066,-65.56701,2024-10-01
-15.31309,-63.9455,2024-10-01
-15.18992,-63.49612,2024-10-02
55.26703,61.44666,2024-09-30
-19.96289,45.42909,2024-10-03
-17.63197,-57.82077,2024-10-03
-13.41568,-63.04794,2024-09-30
-11.51821,-65.27937,2024-10-02
-10.11484,39.35318,2024-10-01
-17.27921,36.31802,2024-10-01
-7.86795,137.98009,2024-09-30
-10.28119,32.41772,2024-09-30
-16.55436,133.35045,2024-10-03
-25.63975,-57.99175,2024-09-30
-10.43699,-45.27534,2024-10-02
-17.6567,145.1375,2024-10-01
-12.96691,34.86837,2024-10-01
30.89896,5.58138,2024-09-30
-22.50479,-63.75719,2024-09-30
-8.35472,39.07493,2024-09-30
-16.60743,-57.30559,2024-10-01
-15.14054,-63.44742,2024-10-01
-3.57987,22.3017,2024-09-30
-16.32297,-63.63355,2024-10-03
22.21416,84.87389,2024-09-30
-22.73605,-43.75771,2024-10-01
49.93663,38.02128,2024-10-02
-13.92447,-63.37052,2024-10-02
-8.53451,39.1993,2024-10-01
31.03764,74.47427,2024-10-02
-17.27282,-56.46074,2024-10-01
-2.94359,-40.4998,2024-09-30
-10.79113,36.69071,2024-10-01
-16.78222,37.44224,2024-09-30
48.48237,37.48648,2024-10-01
-14.7831,-61.18548,2024-10-03
-8.86172,142.28607,2024-09-30
-16.80589,-65.48869,2024-09-30
-21.81037,30.99295,2024-10-01
-15.44977,23.05496,2024-09-30
-7.84596,-44.81895,2024-10-01
-16.12903,-63.46072,2024-10-02
-20.08686,-45.08787,2024-09-30
-8.57158,14.9394,2024-10-01
42.71738,24.17299,2024-10-01
-11.92517,34.09124,2024-09-30
-13.7512,-63.25867,2024-10-02
-13.17683,36.2934,2024-09-30
-11.31252,35.40809,2024-10-01
29.86614,47.81713,2024-10-02
-24.34025,45.90407,2024-10-01
-21.47662,-63.53048,2024-10-01
41.4536,1.97944,2024-09-30
-11.52778,-63.69628,2024-10-02
-10.26789,-68.76411,2024-10-03
-13.58433,35.6432,2024-09-30
-14.94741,-62.82519,2024-09-30
-12.2863,-67.80727,2024-10-01
-7.66881,37.20094,2024-10-02
-21.89668,-56.10756,2024-10-02
-14.75296,29.65829,2024-09-30
41.93523,-0.41949,2024-10-03
-14.48871,32.20545,2024-10-01
-6.08908,30.07599,2024-09-30
30.21679,68.28108,2024-10-02
-15.99236,136.70717,2024-09-30
-16.70567,36.36428,2024-10-01
-17.14545,-56.20388,2024-10-01
-18.80686,44.54402,2024-10-01
-16.83311,39.0761,2024-09-30
-10.23067,-74.80949,2024-10-01
44.88097,-107.52385,2024-10-02
-17.4577,31.27492,2024-09-30
-19.33865,45.37432,2024-10-02
-18.89493,-54.51562,2024-10-03
-13.49639,14.46225,2024-10-01
-27.55379,30.33088,2024-09-30
-13.83736,35.34931,2024-09-30
-4.09511,-48.47594,2024-10-02
-15.48636,129.14375,2024-10-02
-10.56089,-64.50056,2024-10-02
36.71791,51.04819,2024-09-30
-9.47915,16.11377,2024-10-01
22.79914,86.2048,2024-10-02
-8.72393,35.7345,2024-09-30
-13.58671,36.7676,2024-10-02
-14.26117,-63.09987,2024-10-01
-13.12761,136.28841,2024-10-01
-1.00905,23.34998,2024-10-01
-21.60656,-50.77779,2024-10-01
-12.33339,-66.34215,2024-10-01
-17.63922,-58.9294,2024-10-01
22.70988,39.02983,2024-10-01
-17.94816,46.35749,2024-09-30
-12.03824,27.57088,2024-09-30
-18.89816,21.0737,2024-10-01
-16.77195,-57.78202,2024-09-30
-1.50237,38.16765,2024-09-30
-13.45468,-64.19738,2024-10-02
-9.91064,-68.85838,2024-10-02
-15.35132,21.12299,2024-10-02
29.37328,-94.92859,2024-09-30
50.18164,37.68631,2024-10-02
-12.2427,-66.02452,2024-10-02
-15.83607,30.79478,2024-10-01
-17.07342,-56.73669,2024-10-01
-16.67162,-57.23134,2024-10-01
-6.64505,-45.33284,2024-10-02
-12.89384,37.1096,2024-09-30
-13.7278,36.26603,2024-09-30
-17.65751,135.09203,2024-09-30
-17.83539,-59.34993,2024-10-01
-12.8923,-62.45802,2024-10-03
-14.66867,144.50838,2024-10-02
-15.80556,37.67176,2024-09-30
33.81841,-118.24482,2024-10-02
38.10715,22.48162,2024-09-30
-11.25524,-45.67829,2024-09-30
-14.75398,-61.75781,2024-10-01
-19.41876,44.52534,2024-10-01
-16.55852,36.2596,2024-09-30
-8.88722,-75.45203,2024-10-02
-12.18566,36.94596,2024-10-02
-26.43484,-60.94921,2024-10-01
-10.56052,-59.48156,2024-10-02
-8.42403,35.13511,2024-10-02
-10.37846,33.39212,2024-09-30
10.5919,-66.3923,2024-10-02
46.26193,49.73318,2024-09-30
-14.72315,30.41253,2024-09-30
38.02883,40.65722,2024-10-01
-15.57045,-41.23683,2024-10-01
-7.61238,36.74205,2024-09-30
-10.4935,14.56217,2024-10-01
-17.39123,44.28904,2024-10-01
-12.14409,27.08944,2024-10-02
-5.38878,13.18898,2024-10-02
-12.1684,-50.07663,2024-10-02
44.91022,-107.53149,2024-10-02
-7.13344,30.97671,2024-09-30
36.26399,33.72873,2024-10-02
-18.12222,33.03588,2024-09-30
-15.52263,-61.65485,2024-10-02
-11.99876,26.84699,2024-10-02
-5.2564,13.25387,2024-10-02
-14.65761,-63.93731,2024-10-02
-14.67533,-62.47923,2024-10-01
-1.97742,-48.69472,2024-09-30
38.06403,22.41768,2024-10-01
-16.97197,34.42338,2024-09-30
-7.61482,36.73028,2024-10-02
-25.56396,148.70107,2024-09-30
-8.6972,16.79104,2024-10-02
-13.80065,19.76012,2024-09-30
-6.08669,-52.83245,2024-10-03
-25.48878,27.09926,2024-09-30
-5.01004,27.05748,2024-10-01
-12.32412,141.90501,2024-10-02
-15.49282,-62.23304,2024-10-01
-15.47415,29.16156,2024-09-30
-15.31264,-63.95104,2024-10-01
-14.35781,-62.87154,2024-10-02
-16.51574,36.39587,2024-09-30
-14.17616,-46.46505,2024-10-01
-11.08462,36.36327,2024-09-30
-15.49003,18.50453,2024-09-30
-12.54248,36.37029,2024-10-01
-9.1599,-76.7754,2024-10-01
-16.76276,33.65602,2024-09-30
-11.75679,31.99397,2024-09-30
-16.72271,122.78895,2024-09-30
-14.11356,32.52464,2024-09-30
29.06733,-95.75175,2024-09-30
-16.79107,39.01965,2024-09-30
-7.7903,13.19197,2024-09-30
-14.39661,-63.96405,2024-10-01
44.97587,-107.46938,2024-10-02
61.01856,72.61992,2024-10-01
-15.13218,-61.96751,2024-10-02
-3.22326,-50.79675,2024-10-03
-14.91357,-64.01353,2024-09-30
-14.52035,17.87522,2024-09-30
-17.61438,-59.68163,2024-10-01
-16.39585,20.8643,2024-10-01
27.96897,77.57494,2024-10-03
53.25769,116.38756,2024-10-01
-13.06671,-65.80514,2024-10-02
15.9394,108.07253,2024-10-01
-31.62548,26.08576,2024-10-02
52.01395,51.69143,2024-09-30
-15.18969,39.48095,2024-10-01
43.88288,-122.18127,2024-10-02
37.49297,38.70259,2024-10-02
-11.33408,-46.85212,2024-09-30
-14.90841,-63.5738,2024-10-02
-11.48296,38.75996,2024-10-01
-7.62987,-44.75438,2024-10-02
-26.24451,26.66127,2024-10-02
-20.77166,45.64227,2024-09-30
44.50542,-115.71824,2024-10-02
-10.61315,35.89727,2024-09-30
-21.49547,-48.40765,2024-10-02
-24.23552,-64.04589,2024-10-01
49.13859,43.7511,2024-09-30
-14.58526,-41.39263,2024-09-30
-14.71585,-62.53743,2024-10-03
-6.62959,14.40119,2024-10-02
-9.98266,37.70119,2024-10-01
-15.26695,37.00053,2024-09-30
-12.72096,-46.42873,2024-09-30
-14.72291,-62.1982,2024-10-02
-15.45671,129.17818,2024-10-01
-17.38378,30.63055,2024-09-30
-4.93028,-45.63887,2024-10-02
43.43566,67.4833,2024-10-03
-3.68432,105.65981,2024-10-03
-19.5508,44.64402,2024-10-02
-10.81997,33.85878,2024-10-02
-12.29297,134.93317,2024-10-01
-14.93654,-63.38583,2024-10-01
-15.55553,-64.6789,2024-10-01
-12.89472,-62.49005,2024-10-02
-17.21722,134.64537,2024-09-30
-16.54414,-58.22133,2024-10-03
43.88651,-122.20144,2024-10-01
-19.69827,33.3026,2024-09-30
-12.56796,35.93636,2024-09-30
-16.48518,135.86192,2024-09-30
-18.03407,31.68137,2024-09-30
-16.1287,-64.58516,2024-10-01
44.91133,-107.45641,2024-09-30
-16.65136,35.71042,2024-09-30
44.82674,20.99705,2024-10-02
-14.89786,-62.83959,2024-10-02
33.23532,-87.50515,2024-10-03
53.7307,-84.87326,2024-09-30
-12.66246,13.18577,2024-09-30
-17.34841,31.62112,2024-09-30
30.94865,114.85832,2024-10-02
-25.97455,148.27666,2024-10-02
-14.21436,-62.98506,2024-10-01
-10.24302,-47.68363,2024-10-02
-3.07087,35.83007,2024-10-02
51.70305,34.20862,2024-09-30
39.37,106.96036,2024-10-01
-23.98904,27.98671,2024-09-30
-13.48717,37.51748,2024-10-01
-15.13195,-62.02946,2024-10-01
-15.58691,-42.07416,2024-10-01
-16.14098,-63.50313,2024-10-01
3.80744,116.76957,2024-10-02
-11.09697,31.94708,2024-10-01
-20.4396,44.61715,2024-10-03
-10.14904,34.80555,2024-10-01
-28.54218,-59.50316,2024-10-02
35.69699,45.42944,2024-09-30
-12.60324,-65.81891,2024-10-02
-16.96285,-56.17862,2024-10-01
-14.60694,-63.97174,2024-10-01
-29.52116,-59.70961,2024-10-02
-12.50841,17.03834,2024-09-30
-7.50122,15.01959,2024-10-01
-11.57603,28.51412,2024-10-02
-15.66466,15.23407,2024-10-02
45.26009,-114.87571,2024-10-03
-10.64914,37.98896,2024-10-01
30.66441,50.32852,2024-10-02
-5.10151,13.33832,2024-10-02
-13.68554,40.29015,2024-10-02
-14.22103,-63.34213,2024-10-02
-12.6425,-63.11446,2024-10-02
35.64587,111.27451,2024-10-03
-14.80955,-62.58726,2024-10-03
24.64895,46.86224,2024-09-30
-8.71073,39.20486,2024-10-02
-22.1058,45.36626,2024-09-30
-12.91457,36.85839,2024-10-01
-15.61337,-62.24204,2024-10-02
-14.94338,38.62311,2024-10-02
-22.92154,-43.75547,2024-10-02
-17.1996,37.79713,2024-09-30
-18.65127,46.72047,2024-10-01
44.96255,-107.50133,2024-10-02
24.68989,-107.46473,2024-10-01
-15.24311,-63.36961,2024-10-01
48.64456,38.00596,2024-10-02
-12.51186,142.26805,2024-10-01
-13.05662,35.71861,2024-10-02
-15.1721,-63.30724,2024-10-02
-1.92159,-44.80696,2024-10-01
-13.90522,20.82561,2024-10-02
-9.79613,29.3973,2024-10-01
-9.8877,37.14818,2024-10-01
-15.944,-57.18997,2024-09-30
-14.72378,-62.39939,2024-10-02
-11.98161,20.14675,2024-10-02
-29.24106,-60.7891,2024-10-02
-6.38738,-52.70335,2024-10-02
-21.36381,-48.50376,2024-09-30
50.9061,36.2729,2024-10-02
-11.45884,142.23625,2024-10-03
-14.0855,-65.26329,2024-09-30
-15.24096,125.30865,2024-09-30
-18.00969,34.27177,2024-10-01
-16.76955,-57.77757,2024-10-01
-10.00991,120.2129,2024-10-02
-16.40318,30.218,2024-10-01
-15.79568,-63.01318,2024-10-02
-18.03988,33.7096,2024-09-30
-17.83575,138.65291,2024-10-02
-16.94732,-56.17449,2024-10-01
-12.03285,-66.19031,2024-10-02
-11.27813,34.07733,2024-09-30
-16.4647,135.95288,2024-09-30
36.73408,36.21097,2024-10-02
-28.21458,-58.19045,2024-10-02
-16.56827,-56.06075,2024-10-01
-10.548,32.54315,2024-09-30
32.61221,-93.97151,2024-10-01
-9.69557,39.58173,2024-09-30
-17.05715,-56.72798,2024-09-30
-9.06082,25.88503,2024-09-30
-15.71823,-63.03353,2024-10-02
-18.713,33.90626,2024-09-30
-14.92161,-63.56626,2024-10-02
-14.19531,-65.21094,2024-10-01
-4.93681,-76.30124,2024-10-02
-14.65956,17.53069,2024-09-30
-14.18587,-64.20578,2024-10-02
52.34634,33.69849,2024-10-01
-16.13879,38.44091,2024-09-30
38.06486,22.43465,2024-10-01
-16.1344,-63.45215,2024-10-02
35.55085,-96.23779,2024-10-02
29.92885,56.73307,2024-10-01
-30.87062,-64.61118,2024-10-01
54.59906,40.77522,2024-09-30
-15.97397,36.70878,2024-09-30
-40.85064,145.38396,2024-10-01
-16.61288,36.64635,2024-09-30
-14.78236,-61.19171,2024-10-02
-18.14401,34.65659,2024-09-30
-16.83831,38.75236,2024-10-01
-14.92336,-62.80353,2024-10-01
44.96745,-107.47931,2024-10-02
-15.72627,37.15628,2024-10-01
-28.1954,-60.29387,2024-10-01
-17.04101,-58.3919,2024-10-02
49.05493,37.62187,2024-10-02
-16.44987,-51.06135,2024-10-03
36.72124,43.05354,2024-10-03
38.11606,39.66056,2024-10-02
51.77731,119.04375,2024-09-30
