latitude,longitude,acq_date
-20.25198,44.45937,2024-10-02
-8.4767,29.00026,2024-10-03
-15.6191,-64.4606,2024-09-30
-10.79771,36.13185,2024-10-01
-14.85925,-62.65653,2024-10-02
44.42152,-113.94073,2024-09-30
27.76168,52.17285,2024-09-30
-15.82108,-62.99863,2024-10-02
-9.64017,37.73246,2024-10-01
-13.16467,-67.63648,2024-09-30
-11.93214,-44.87035,2024-10-01
-9.96992,39.61135,2024-10-02
-9.47943,-68.53216,2024-10-02
53.21524,116.38348,2024-10-01
31.38947,119.30322,2024-10-01
-24.52629,29.15004,2024-10-02
-6.72599,14.45677,2024-09-30
-15.16313,17.62048,2024-09-30
64.97584,75.58594,2024-10-01
4.58079,34.93505,2024-10-03
-16.98659,-56.21844,2024-10-01
-13.13295,27.99727,2024-10-02
-16.92719,37.57235,2024-10-01
-11.44385,37.01744,2024-10-01
-17.83121,-50.06631,2024-10-02
41.56422,-84.04741,2024-10-03
-22.78347,-46.82856,2024-10-02
-11.60771,36.81733,2024-10-01
-12.32769,28.43504,2024-10-02
-19.06359,45.51203,2024-09-30
-23.73485,-47.44734,2024-10-02
-15.7873,-57.8052,2024-10-02
-13.31552,38.04031,2024-10-02
-21.9301,35.03036,2024-09-30
-14.30488,-62.88198,2024-10-02
-14.97912,132.22827,2024-10-03
-4.99245,24.28769,2024-09-30
-15.93109,38.77082,2024-10-02
-14.29051,-64.89141,2024-10-01
-16.48339,36.66083,2024-10-01
-10.97886,-69.72021,2024-09-30
-21.39513,-48.85678,2024-10-02
-13.92718,-63.37693,2024-10-01
-20.26699,134.52702,2024-10-03
-11.51948,-65.28435,2024-10-01
-10.37639,33.40992,2024-10-02
-16.62623,36.55008,2024-09-30
42.82327,87.92906,2024-09-30
31.13367,49.33014,2024-10-02
-30.41352,28.72984,2024-09-30
-14.6722,-60.76501,2024-10-02
-10.52782,-67.85464,2024-10-03
-14.59936,18.27155,2024-10-02
-11.12753,23.20856,2024-09-30
30.04263,-93.33492,2024-09-30
-16.64583,145.23491,2024-10-01
-17.97015,-59.23814,2024-10-03
-19.50388,44.71699,2024-10-01
-22.75112,46.92825,2024-09-30
-18.43408,-59.52427,2024-10-02
30.68582,47.32676,2024-10-03
38.06731,22.45869,2024-09-30
-11.3156,37.20958,2024-09-30
-17.08655,-60.52257,2024-10-01
-8.60146,121.28146,2024-10-03
-17.44608,35.87387,2024-09-30
49.73453,37.56739,2024-10-01
-31.39337,-65.39197,2024-09-30
-16.48761,-57.30825,2024-10-02
-9.86851,35.57056,2024-10-01
-15.80919,-62.9763,2024-10-01
-10.89817,32.42324,2024-09-30
-10.26604,36.07381,2024-10-01
-13.41034,13.99722,2024-10-01
-14.59705,20.24969,2024-10-01
-15.15191,-63.81194,2024-10-01
-6.58776,-76.79596,2024-10-02
-16.26724,22.19737,2024-10-02
-18.7691,34.82929,2024-09-30
-11.15677,-45.67737,2024-09-30
-14.81843,-62.86803,2024-10-01
-17.99881,-59.52173,2024-09-30
-15.94282,-63.3414,2024-10-01
-16.53944,135.75215,2024-10-01
-8.27423,26.77176,2024-09-30
-8.76433,-75.26475,2024-10-02
-8.01768,38.0759,2024-10-02
-14.53687,-62.92942,2024-10-03
-17.91344,-58.84835,2024-10-01
-15.60405,136.11119,2024-10-01
35.60106,110.56921,2024-10-02
-16.86927,38.82429,2024-10-01
-16.67503,35.55146,2024-10-01
-15.2677,-67.51894,2024-10-01
-14.88801,-63.19644,2024-10-01
-18.07985,-57.73082,2024-10-02
-10.60018,-48.07028,2024-10-02
-15.26095,37.2109,2024-09-30
-6.76104,34.26313,2024-10-02
-9.22667,-68.39552,2024-10-01
-10.72584,-65.75717,2024-10-01
27.74437,9.91902,2024-10-03
-12.13844,141.84698,2024-10-02
-13.47661,-63.26849,2024-10-01
-15.16779,-63.32605,2024-10-01
-11.46975,37.0923,2024-10-01
-23.71203,28.30108,2024-10-02
-26.76696,-62.78326,2024-10-01
44.32254,-119.66779,2024-10-02
39.26522,42.30402,2024-09-30
38.12426,22.42426,2024-09-30
-17.09501,-60.46052,2024-10-02
-11.27351,-60.61563,2024-10-02
-12.65626,31.59839,2024-09-30
-9.76153,39.42607,2024-10-02
6.11542,-69.47315,2024-10-02
-12.43644,31.4043,2024-10-01
-15.30677,141.80641,2024-09-30
49.30727,82.51885,2024-10-01
-25.14581,-59.15361,2024-10-01
-17.83562,-57.75514,2024-10-02
-12.28884,36.105,2024-10-01
-29.42439,-60.68478,2024-10-02
-26.19179,30.35914,2024-09-30
-13.4229,-64.17023,2024-10-03
-10.54492,32.21088,2024-10-01
52.01389,34.06596,2024-10-01
-16.57969,136.7981,2024-10-03
-14.6447,37.70371,2024-09-30
-9.75495,30.91323,2024-10-03
-12.14101,36.98306,2024-10-01
-15.44391,-62.27208,2024-09-30
-5.28122,39.04212,2024-10-03
-13.98104,19.67127,2024-09-30
-10.52872,37.38866,2024-10-01
36.61122,-106.07655,2024-10-02
-27.17624,-50.46769,2024-10-01
-10.0,-69.05659,2024-10-02
-17.48096,33.73794,2024-09-30
-14.99127,18.45681,2024-09-30
-10.17865,32.62844,2024-10-01
-31.1919,27.4709,2024-10-01
-17.02556,24.44037,2024-09-30
-12.91099,-65.14048,2024-10-03
-8.8549,30.01636,2024-10-01
-6.69185,-44.53873,2024-10-01
-15.35146,17.4115,2024-09-30
-16.11091,-64.58731,2024-10-01
-14.96935,-62.42342,2024-09-30
-12.08688,135.7132,2024-09-30
31.46218,-103.45159,2024-10-02
-19.09637,44.49335,2024-10-03
-18.38806,-44.01654,2024-10-02
-9.63306,14.70028,2024-10-02
-2.42313,35.55587,2024-09-30
53.6601,116.36221,2024-10-02
44.89584,-107.53056,2024-09-30
-19.69164,33.00293,2024-09-30
1.49457,31.45966,2024-09-30
-9.8488,-75.51087,2024-10-02
-16.62819,-57.24736,2024-10-01
-15.47339,16.95461,2024-10-02
10.578,107.02874,2024-10-02
-17.24664,-60.20122,2024-10-01
-11.05084,-69.55539,2024-09-30
52.8615,115.54667,2024-10-01
-10.24441,36.09215,2024-10-01
-16.94781,-57.93382,2024-09-30
6.55204,-70.2702,2024-09-30
-14.40401,-67.22078,2024-10-02
52.13814,33.91896,2024-10-01
-11.44301,36.66478,2024-10-02
38.68307,65.94841,2024-10-01
-12.94821,-67.49263,2024-10-02
-14.9898,40.42834,2024-10-02
53.20133,116.35432,2024-10-02
-17.11413,36.08497,2024-10-01
-15.26821,30.21348,2024-10-01
35.88055,-111.87087,2024-10-02
40.68934,19.40452,2024-10-02
-15.19041,145.19734,2024-10-03
-15.94638,36.72021,2024-10-01
-14.07825,136.54562,2024-09-30
-12.96923,141.83655,2024-10-02
-13.96998,-65.22349,2024-10-01
-14.92809,-62.42878,2024-10-02
-16.4654,135.87404,2024-09-30
-16.85588,36.12616,2024-10-01
-13.704,131.01796,2024-09-30
32.33514,109.44373,2024-10-02
-12.50884,-63.82151,2024-09-30
48.38328,38.596,2024-10-02
-16.43034,-57.41547,2024-10-01
-24.53217,28.19569,2024-09-30
-11.54269,28.59044,2024-10-02
-20.63514,-48.75486,2024-10-02
-23.96136,27.75107,2024-10-01
-12.91514,22.48195,2024-09-30
-16.58755,136.74628,2024-10-01
-8.86437,31.00571,2024-09-30
44.87204,-107.4752,2024-09-30
-10.22272,-52.70511,2024-10-03
-10.55284,14.47109,2024-10-02
1.94926,-51.0069,2024-10-01
-13.91033,-40.47408,2024-10-02
-11.77412,14.26135,2024-10-01
-17.42918,36.61998,2024-09-30
-14.67404,-64.63625,2024-10-01
64.93715,78.34367,2024-10-01
-12.38728,141.96234,2024-09-30
-18.63308,48.04575,2024-10-01
52.83238,115.58739,2024-10-02
-10.52566,17.37199,2024-10-01
31.69441,5.96604,2024-10-01
-13.03949,34.84155,2024-10-02
-16.61098,21.45172,2024-10-02
-28.58908,151.38423,2024-10-01
-19.45552,35.27502,2024-09-30
-12.97735,-51.45059,2024-10-01
-4.53845,36.10361,2024-10-02
-12.45896,17.22333,2024-10-02
-18.0786,-58.61222,2024-10-01
-13.43085,-66.72197,2024-10-03
-10.91381,30.51019,2024-10-02
-16.47485,35.42605,2024-10-01
-15.6503,-62.27892,2024-10-02
-17.48804,37.48247,2024-10-01
-13.68698,131.07491,2024-10-01
-7.496,-44.96803,2024-10-01
-15.0332,-62.03456,2024-09-30
-16.08863,127.8901,2024-09-30
-27.21194,30.24519,2024-09-30
-7.0049,29.65046,2024-10-03
65.56538,22.22075,2024-10-02
-16.44192,31.69631,2024-10-01
-17.33856,36.94717,2024-09-30
-16.93046,38.35965,2024-10-01
-10.06479,-57.89968,2024-10-02
-17.02273,38.16124,2024-09-30
-13.99916,16.27753,2024-10-01
-13.90956,-63.39026,2024-10-01
-25.00633,27.85063,2024-10-02
-14.07749,14.92383,2024-09-30
-15.31343,34.2123,2024-10-01
-8.14653,37.56586,2024-10-01
-14.6316,-62.38112,2024-10-01
48.17323,39.02921,2024-10-01
44.86581,-107.42671,2024-10-02
-14.65292,132.05333,2024-09-30
-13.74685,-63.94703,2024-10-02
-0.24578,35.08749,2024-10-01
-15.78841,47.55375,2024-10-02
-12.56511,-69.36864,2024-10-01
-13.65265,50.05629,2024-10-02
-7.44153,-44.85625,2024-10-02
-16.80144,-57.80662,2024-10-01
-14.57102,18.35825,2024-10-01
-13.81722,-63.76448,2024-10-01
-9.96645,30.02196,2024-10-03
-9.8983,32.51572,2024-10-01
-15.45767,129.09872,2024-10-01
-18.36176,20.76118,2024-10-02
-15.04256,-62.39137,2024-10-02
-9.43793,35.93998,2024-09-30
33.43422,47.85596,2024-10-02
-11.15818,-65.44162,2024-10-02
-13.18903,-65.9009,2024-09-30
31.18921,114.813,2024-10-02
-12.66518,27.44687,2024-10-01
-14.49231,-62.54099,2024-10-03
-14.21163,-63.10752,2024-10-02
6.45094,35.21024,2024-10-02
-14.81798,-63.00023,2024-10-02
-6.58804,-76.79916,2024-10-02
-10.94519,-67.69765,2024-10-02
-13.25879,-67.54991,2024-10-02
-15.32044,36.98344,2024-09-30
-10.25962,36.0903,2024-10-01
-25.02556,-60.50298,2024-10-01
-4.74946,14.56716,2024-10-02
-16.01579,38.43407,2024-10-02
47.76793,67.74668,2024-10-03
-17.2541,-56.45288,2024-09-30
-14.30854,-67.18362,2024-10-01
53.73848,-84.82247,2024-09-30
-15.57593,-62.35491,2024-10-02
-10.74069,-69.43721,2024-10-02
-10.1183,124.41946,2024-09-30
-14.16653,-65.21132,2024-10-02
-16.4442,30.34245,2024-09-30
47.6212,36.35442,2024-10-03
-13.77104,-60.06828,2024-10-03
-20.71953,134.1517,2024-09-30
52.19707,114.45354,2024-10-01
-18.8961,-41.21242,2024-10-03
-14.07008,-63.9334,2024-10-01
-16.67054,-57.22588,2024-10-01
-15.60489,-62.24893,2024-10-02
-16.95854,38.33108,2024-10-01
3.89455,-70.91191,2024-10-02
45.25593,-114.43757,2024-09-30
-11.99024,22.98295,2024-09-30
-13.2075,-48.61682,2024-10-02
-15.49152,-62.29779,2024-10-02
-15.16238,-62.04765,2024-09-30
-11.46287,16.15541,2024-09-30
47.95185,-104.0428,2024-10-01
-25.7803,28.9306,2024-09-30
51.49789,41.03598,2024-10-01
-7.26782,36.44372,2024-09-30
-15.92848,18.07531,2024-10-02
-14.55879,33.01994,2024-09-30
-20.37612,134.27252,2024-10-02
-18.43061,-59.52498,2024-10-02
-14.78865,-59.42715,2024-10-02
-20.51593,-46.30299,2024-10-01
-15.14601,-62.1253,2024-10-01
31.22882,8.56398,2024-09-30
34.64277,-111.20376,2024-10-01
44.90345,-107.50723,2024-10-01
-12.2273,37.28109,2024-10-01
30.68761,47.32932,2024-09-30
-21.51391,-48.41949,2024-10-02
-3.13914,-49.42139,2024-10-02
-12.01654,37.30867,2024-10-02
-20.78618,139.3076,2024-09-30
-16.33554,-64.17727,2024-10-02
-8.44418,16.28297,2024-10-02
-14.79378,-65.57769,2024-10-02
-16.72232,37.31553,2024-10-01
-14.17704,14.74258,2024-10-01
53.54456,115.5286,2024-10-02
-23.5682,-61.02212,2024-10-01
-22.94238,-42.89461,2024-10-01
-13.31925,14.39434,2024-10-02
-13.16203,-46.3329,2024-10-02
-14.57724,40.80731,2024-10-02
-13.66419,-66.94402,2024-09-30
-16.53185,136.73994,2024-09-30
-18.15955,-57.69495,2024-10-03
66.16228,76.95646,2024-10-01
37.96953,40.46542,2024-10-02
-15.8593,-62.96568,2024-10-02
-13.14685,35.71766,2024-09-30
-16.78249,-65.41241,2024-09-30
7.94831,126.31044,2024-09-30
29.99469,-90.39756,2024-10-01
43.52289,-122.26936,2024-10-01
-15.04426,-63.59616,2024-10-02
-14.53799,-62.9235,2024-10-03
-12.09706,27.17243,2024-10-02
