latitude,longitude,date,T2M,T2M_MAX,T2M_MIN,RH2M,PW,PS,TOA_SW_DNI,GWETROOT,QV10M,TOA_SW_DWN,QV2M,WS10M,WS10M_MAX,Z0M,GWETPROF,WS10M_MIN,SNODP,PRECTOTCORR
-32.09954296886661,15.384516240828205,20240518,18.37,18.66,18.0,87.38,1.76,101.95,13.31,-999.0,11.11,5.39,11.35,3.41,4.73,0.0,-999.0,2.2,-999.0,0.05
-32.09954296886661,15.384516240828205,20240519,18.16,18.65,17.65,81.31,1.98,101.82,13.31,-999.0,10.25,5.35,10.44,2.19,4.91,0.0,-999.0,0.34,-999.0,0.0
-32.09954296886661,15.384516240828205,20240520,17.98,18.38,17.69,89.44,1.73,101.68,13.3,-999.0,11.11,5.32,11.35,4.86,7.16,0.0,-999.0,1.84,-999.0,0.07
-6.539155249339778,-21.05170518051454,20240518,28.51,28.65,28.37,75.88,3.72,101.32,15.98,-999.0,17.58,8.91,18.37,7.36,7.74,0.0,-999.0,7.02,-999.0,0.2
-6.539155249339778,-21.05170518051454,20240519,28.46,28.62,28.26,72.0,3.44,101.27,15.97,-999.0,16.48,8.89,17.33,7.06,8.02,0.0,-999.0,5.96,-999.0,0.13
-6.539155249339778,-21.05170518051454,20240520,28.23,28.48,27.97,75.5,4.07,101.33,15.96,-999.0,17.15,8.86,17.94,6.91,7.84,0.0,-999.0,6.0,-999.0,0.48
11.737568352725951,-17.73185680747416,20240518,26.81,27.22,26.56,82.56,4.91,101.15,17.31,-999.0,17.58,10.48,18.13,5.75,6.49,0.0,-999.0,4.88,-999.0,0.0
11.737568352725951,-17.73185680747416,20240519,26.43,26.78,26.27,82.88,4.54,101.12,17.3,-999.0,17.27,10.48,17.76,5.39,6.5,0.0,-999.0,4.36,-999.0,0.0
11.737568352725951,-17.73185680747416,20240520,26.08,26.33,25.83,82.81,4.12,101.17,17.29,-999.0,16.85,10.47,17.4,5.28,5.8,0.0,-999.0,4.23,-999.0,0.0
18.826209439617372,-36.76514802682253,20240518,24.9,25.44,24.43,81.06,3.23,101.79,17.31,-999.0,15.2,10.86,15.75,6.94,7.64,0.0,-999.0,6.13,-999.0,1.48
18.826209439617372,-36.76514802682253,20240519,25.23,25.47,24.69,73.69,3.03,101.74,17.3,-999.0,13.92,10.86,14.59,6.02,6.7,0.0,-999.0,5.23,-999.0,0.12
18.826209439617372,-36.76514802682253,20240520,25.05,25.23,24.89,74.56,2.94,101.74,17.29,-999.0,13.98,10.86,14.65,5.31,5.77,0.0,-999.0,4.78,-999.0,0.42
32.74490180985943,-65.62111604688403,20240518,21.47,21.73,21.08,86.0,2.84,101.34,18.64,-999.0,13.31,11.19,13.61,6.94,8.05,0.0,-999.0,6.05,-999.0,0.33
32.74490180985943,-65.62111604688403,20240519,21.7,22.06,21.23,94.19,4.02,101.16,18.63,-999.0,15.08,11.21,15.2,6.56,8.77,0.0,-999.0,5.03,-999.0,0.4
32.74490180985943,-65.62111604688403,20240520,22.13,22.6,21.58,91.5,3.86,101.04,18.62,-999.0,15.01,11.22,15.2,5.82,7.23,0.0,-999.0,4.13,-999.0,6.81
1.5477326788869732,-25.657121411899105,20240518,28.25,28.38,28.14,81.69,4.77,101.22,17.31,-999.0,18.92,9.71,19.47,5.44,5.9,0.0,-999.0,5.13,-999.0,0.89
1.5477326788869732,-25.657121411899105,20240519,28.18,28.52,27.69,78.38,4.84,101.21,17.3,-999.0,18.01,9.7,18.62,4.62,5.98,0.0,-999.0,3.84,-999.0,1.28
1.5477326788869732,-25.657121411899105,20240520,27.4,28.36,26.91,80.62,5.77,101.3,17.29,-999.0,17.7,9.68,18.25,4.41,5.3,0.0,-999.0,3.41,-999.0,13.71
19.535359484415473,26.79837055903998,20240518,28.37,38.07,18.73,12.81,0.79,93.98,18.64,0.2,3.05,10.9,3.05,5.09,7.11,0.01,0.2,3.47,0.0,0.0
