latitude,longitude,date,T2M,T2M_MAX,T2M_MIN,RH2M,PW,PS,TOA_SW_DNI,GWETROOT,QV10M,TOA_SW_DWN,QV2M,WS10M,WS10M_MAX,Z0M,GWETPROF,WS10M_MIN,SNODP,PRECTOTCORR
3.835355366706011,-17.749492329220416,20240518,28.91,29.14,28.66,76.12,5.8,101.17,15.98,-999.0,18.49,9.89,18.86,1.69,2.86,0.0,-999.0,0.88,-999.0,9.14
3.835355366706011,-17.749492329220416,20240519,28.11,28.62,27.67,85.12,6.23,101.14,15.97,-999.0,19.59,9.87,20.2,4.67,5.55,0.0,-999.0,3.17,-999.0,19.52
3.835355366706011,-17.749492329220416,20240520,27.47,27.62,27.25,86.31,5.85,101.23,15.96,-999.0,19.23,9.86,19.71,3.34,4.57,0.0,-999.0,2.57,-999.0,10.91
-12.787106751303565,-34.09691859357946,20240518,27.84,28.07,27.69,76.5,2.95,101.51,15.98,-999.0,16.97,8.21,17.76,6.87,8.01,0.0,-999.0,5.21,-999.0,0.34
-12.787106751303565,-34.09691859357946,20240519,27.58,27.76,27.17,77.94,2.75,101.52,15.97,-999.0,17.15,8.18,17.82,5.44,6.24,0.0,-999.0,4.71,-999.0,0.11
-12.787106751303565,-34.09691859357946,20240520,27.32,28.06,26.83,81.81,4.09,101.54,15.96,-999.0,17.82,8.15,18.43,4.79,7.45,0.0,-999.0,3.71,-999.0,2.46
-31.93480577130446,13.523472422852208,20240518,18.75,19.16,18.42,79.12,1.77,101.99,13.31,-999.0,10.25,5.55,10.5,2.82,3.88,0.0,-999.0,1.88,-999.0,0.19
-31.93480577130446,13.523472422852208,20240519,18.53,19.29,18.05,82.19,1.91,101.82,13.31,-999.0,10.56,5.51,10.8,3.41,5.53,0.0,-999.0,0.99,-999.0,0.0
-31.93480577130446,13.523472422852208,20240520,18.74,19.15,18.34,84.56,1.76,101.63,13.3,-999.0,10.99,5.47,11.29,7.0,9.24,0.0,-999.0,4.0,-999.0,1.4
-19.47093615706759,29.58481393172491,20240518,17.28,27.32,9.41,34.69,0.73,87.49,15.98,0.39,4.21,7.3,4.27,4.41,6.02,0.17,0.41,3.05,0.0,0.0
-19.47093615706759,29.58481393172491,20240519,16.93,26.13,9.65,51.19,1.01,87.54,15.97,0.38,6.35,7.27,6.41,5.6,7.91,0.17,0.41,3.97,0.0,0.0
-19.47093615706759,29.58481393172491,20240520,16.85,25.94,9.98,63.0,1.16,87.63,15.96,0.38,7.75,7.24,7.81,4.91,6.66,0.17,0.41,3.29,0.0,0.0
29.74835449609946,10.791601230970969,20240518,32.84,41.29,24.0,21.69,1.95,94.56,18.64,0.35,6.47,11.16,6.47,4.27,6.77,0.01,0.36,1.23,0.0,0.0
29.74835449609946,10.791601230970969,20240519,34.79,42.35,27.81,16.62,2.25,94.39,18.63,0.35,5.92,11.18,5.92,5.22,8.22,0.01,0.36,0.43,0.0,0.0
29.74835449609946,10.791601230970969,20240520,33.16,40.55,27.72,20.12,2.16,94.48,18.62,0.35,6.53,11.19,6.53,6.05,8.88,0.01,0.36,1.7,0.0,0.16
-12.36752591023646,16.336268498922863,20240518,18.73,27.69,11.19,34.44,1.1,83.41,15.98,0.36,5.0,8.21,5.13,4.23,6.45,0.06,0.41,2.51,0.0,0.0
-12.36752591023646,16.336268498922863,20240519,19.37,28.52,11.54,30.88,1.33,83.38,15.97,0.36,4.76,8.18,4.82,4.38,6.58,0.06,0.41,2.7,0.0,0.07
-12.36752591023646,16.336268498922863,20240520,18.9,28.15,11.61,34.94,1.36,83.41,15.96,0.36,5.13,8.16,5.25,4.65,7.13,0.06,0.41,2.82,0.0,1.07
