latitude,longitude,date,T2M,T2M_MAX,T2M_MIN,RH2M,PW,PS,TOA_SW_DNI,GWETROOT,QV10M,TOA_SW_DWN,QV2M,WS10M,WS10M_MAX,Z0M,GWETPROF,WS10M_MIN,SNODP,PRECTOTCORR,wild_fire_occurred
36.25146319289142,-25.026481488560904,20240519,17.83,18.35,17.25,63.06,1.85,102.24,19.96,0.46,7.51,11.2,7.87,2.35,3.37,0.0,0.45,1.64,0.0,0.12,0
-9.944272846111051,-55.07990235438295,20240520,24.37,30.19,19.1,74.44,2.31,97.76,15.96,0.59,13.85,8.52,14.22,0.92,1.54,4.49,0.61,0.54,0.0,0.0,0
-10.002432099913584,-38.12035367698835,20240520,24.55,30.96,20.02,76.56,2.93,97.38,14.63,0.52,14.47,8.4,14.65,3.67,5.49,0.17,0.53,1.95,0.0,0.63,0
0.6026644501469107,-59.65765306859619,20240519,24.97,26.83,23.61,96.0,5.69,99.27,15.97,0.73,19.1,9.6,19.23,0.59,1.16,4.54,0.7,0.15,0.0,15.47,0
-16.11788,36.75381,20240519,20.09,24.12,17.63,87.94,2.66,95.91,14.64,0.74,13.12,7.67,13.43,4.53,6.43,0.08,0.75,3.2,0.0,3.91,1
38.10085243410288,26.75364520137093,20240520,22.34,26.36,18.7,72.81,2.8,100.28,18.62,0.55,11.47,11.21,12.02,3.95,5.18,0.01,0.54,2.98,0.0,0.0,0
-28.28996989483113,-63.57754654931565,20240519,11.01,19.76,4.0,68.94,1.11,100.88,14.64,0.49,5.19,5.96,5.25,2.79,3.77,0.42,0.49,1.85,0.0,0.0,0
-11.25144,-50.02852,20240520,31.1,38.52,23.22,40.31,2.02,98.95,15.96,0.6,10.99,8.28,11.17,1.5,2.03,2.84,0.6,1.09,0.0,0.13,1
-14.73597,-63.50161,20240520,23.55,29.83,18.65,68.0,2.83,99.38,15.96,0.64,12.21,7.9,12.33,0.79,1.28,4.51,0.7,0.34,0.0,0.0,1
28.45446,47.87483,20240519,31.9,38.73,24.8,25.94,1.92,99.75,18.63,0.27,7.08,11.16,7.32,6.18,9.2,0.01,0.29,3.26,0.0,0.0,1
-13.12761,136.28841,20240518,26.71,29.83,24.35,76.81,3.16,100.86,15.98,0.74,16.24,8.1,16.66,8.03,11.63,0.0,0.73,5.12,0.0,0.05,1
-19.98821,24.1856,20240518,20.69,30.55,12.52,27.75,0.87,91.36,14.65,0.21,4.15,7.3,4.27,4.23,6.58,0.04,0.22,2.98,0.0,0.0,1
30.17491990067037,27.18535607206519,20240519,32.62,42.23,24.27,20.06,1.88,100.81,18.63,0.29,5.43,11.19,5.43,2.34,3.85,0.01,0.3,0.67,0.0,0.0,0
24.37772649639188,-12.433066706892056,20240520,24.19,32.11,16.58,34.75,1.26,98.59,18.62,0.41,5.98,11.08,5.98,5.98,7.43,0.01,0.41,4.6,0.0,0.0,0
-31.19783,149.56619,20240518,10.98,16.55,7.08,67.81,0.94,97.43,13.32,0.51,5.55,5.56,5.62,3.23,5.32,1.5,0.51,2.23,0.0,0.08,1
-17.48096,33.73794,20240518,20.55,28.3,15.25,73.12,2.2,95.59,14.65,0.62,10.86,7.57,10.99,3.7,5.84,0.07,0.65,2.08,0.0,0.25,1
