latitude,longitude,date,T2M,T2M_MAX,T2M_MIN,RH2M,PW,PS,TOA_SW_DNI,GWETROOT,QV10M,TOA_SW_DWN,QV2M,WS10M,WS10M_MAX,Z0M,GWETPROF,WS10M_MIN,SNODP,PRECTOTCORR
-12.810763563711163,30.799724173596402,20240518,17.55,23.1,13.62,83.75,1.88,86.19,15.98,0.62,11.66,8.21,12.02,3.88,5.09,0.2,0.7,2.26,0.0,1.22
-12.810763563711163,30.799724173596402,20240519,16.58,22.37,12.63,79.06,1.73,86.21,15.97,0.62,10.38,8.18,10.62,5.16,6.85,0.2,0.7,2.96,0.0,0.78
-12.810763563711163,30.799724173596402,20240520,15.89,21.55,11.92,81.75,1.65,86.28,15.96,0.61,10.31,8.16,10.5,5.81,8.29,0.2,0.69,3.12,0.0,1.26
-19.328302554719784,-47.228294567352165,20240518,22.69,30.85,15.83,49.88,1.07,90.98,15.98,0.56,8.36,7.3,8.67,2.08,2.87,0.07,0.64,0.77,0.0,0.0
-19.328302554719784,-47.228294567352165,20240519,23.02,31.15,15.15,46.44,1.34,90.94,15.97,0.56,7.87,7.26,8.18,1.84,2.88,0.07,0.64,0.21,0.0,0.0
-19.328302554719784,-47.228294567352165,20240520,22.62,31.35,14.74,47.25,1.87,90.93,15.96,0.56,7.87,7.23,8.3,1.91,2.91,0.07,0.64,0.15,0.0,0.0
24.84358598221248,-60.991216725742305,20240518,25.19,25.53,25.04,87.81,3.7,101.76,18.64,-999.0,17.15,11.07,17.4,3.25,3.73,0.0,-999.0,2.85,-999.0,0.09
24.84358598221248,-60.991216725742305,20240519,25.58,25.91,25.14,85.25,3.96,101.65,18.63,-999.0,17.03,11.08,17.33,3.02,3.65,0.0,-999.0,1.27,-999.0,0.18
24.84358598221248,-60.991216725742305,20240520,25.81,26.18,25.26,83.81,3.76,101.57,18.62,-999.0,16.97,11.08,17.27,2.6,5.11,0.0,-999.0,0.33,-999.0,0.29
-14.033203006644289,1.2132331889312837,20240518,23.9,24.08,23.72,88.69,2.03,101.42,15.98,-999.0,15.93,7.96,16.3,7.62,8.23,0.0,-999.0,6.52,-999.0,0.0
-14.033203006644289,1.2132331889312837,20240519,23.67,23.91,23.4,87.38,1.79,101.36,15.97,-999.0,15.44,7.93,15.87,7.22,7.95,0.0,-999.0,6.3,-999.0,0.0
-14.033203006644289,1.2132331889312837,20240520,23.49,23.62,23.31,86.44,1.8,101.39,15.96,-999.0,15.08,7.9,15.5,6.4,7.05,0.0,-999.0,5.66,-999.0,0.0
-1.455892441085414,-63.314298361899645,20240518,26.69,29.26,24.91,93.44,5.98,100.59,15.98,0.8,20.26,9.43,20.45,0.67,1.28,4.44,0.8,0.13,0.0,7.36
-1.455892441085414,-63.314298361899645,20240519,25.65,27.22,24.44,96.31,5.72,100.63,15.97,0.8,19.78,9.41,19.84,0.78,1.2,4.44,0.8,0.22,0.0,6.8
-1.455892441085414,-63.314298361899645,20240520,26.63,29.96,23.54,90.81,5.7,100.47,15.96,0.8,19.59,9.39,19.71,0.95,1.27,4.44,0.8,0.39,0.0,0.36
31.046532431983138,-8.111255732399684,20240518,15.83,24.46,9.08,57.12,1.53,84.54,19.97,0.45,6.77,11.18,6.77,3.84,6.19,0.03,0.45,1.55,0.0,0.01
31.046532431983138,-8.111255732399684,20240519,13.08,20.75,7.15,59.31,1.53,84.56,19.96,0.45,5.98,11.2,5.98,4.26,6.47,0.03,0.45,1.52,0.0,0.03
31.046532431983138,-8.111255732399684,20240520,14.37,23.91,5.48,46.81,1.17,84.71,19.95,0.45,4.58,11.21,4.58,3.98,5.94,0.03,0.45,2.11,0.0,0.02
-32.07160381107682,-23.826630848197397,20240518,19.82,20.88,18.84,90.5,3.88,101.2,14.65,-999.0,12.82,5.39,13.0,8.93,14.62,0.0,-999.0,3.35,-999.0,19.93
-32.07160381107682,-23.826630848197397,20240519,17.91,19.76,16.37,73.94,2.04,101.51,14.64,-999.0,8.85,5.35,9.4,10.43,13.64,0.0,-999.0,6.84,-999.0,0.77
-32.07160381107682,-23.826630848197397,20240520,16.4,16.63,16.21,63.62,1.15,102.46,14.63,-999.0,6.71,5.31,7.26,4.78,6.6,0.0,-999.0,3.61,-999.0,0.01
30.969338685918693,-53.32537584939341,20240518,22.67,23.01,22.12,86.88,3.81,101.9,18.64,-999.0,14.53,11.17,14.77,4.37,4.87,0.0,-999.0,3.52,-999.0,5.35
30.969338685918693,-53.32537584939341,20240519,22.92,23.01,22.78,91.44,3.89,101.53,19.96,-999.0,15.62,11.19,15.81,4.75,5.8,0.0,-999.0,3.93,-999.0,15.5
30.969338685918693,-53.32537584939341,20240520,22.68,22.97,22.37,87.88,3.68,101.47,19.95,-999.0,14.71,11.21,15.01,4.34,5.78,0.0,-999.0,3.47,-999.0,0.12
-2.746872922939609,-48.134415447392264,20240518,26.82,29.63,24.33,93.62,5.57,100.6,15.98,0.96,20.39,9.33,20.63,0.63,0.98,4.54,0.96,0.22,0.0,6.63
-2.746872922939609,-48.134415447392264,20240519,26.19,28.13,24.47,93.19,5.12,100.6,15.97,0.95,19.65,9.31,19.78,0.71,0.99,4.54,0.96,0.27,0.0,0.66
-2.746872922939609,-48.134415447392264,20240520,27.04,30.3,23.89,90.62,4.83,100.56,15.96,0.95,19.96,9.29,20.2,0.68,1.07,4.54,0.95,0.26,0.0,1.98
