latitude,longitude,date,T2M,T2M_MAX,T2M_MIN,RH2M,PW,PS,TOA_SW_DNI,GWETROOT,QV10M,TOA_SW_DWN,QV2M,WS10M,WS10M_MAX,Z0M,GWETPROF,WS10M_MIN,SNODP,PRECTOTCORR,wild_fire_occurred
-13.20595,-67.54256,20240520,23.66,26.8,21.3,81.19,3.6,99.37,14.63,0.66,14.59,8.03,14.95,1.0,1.91,3.31,0.7,0.16,0.0,0.0,1
-7.91385,-42.76727,20240518,29.83,36.76,23.8,45.75,4.12,97.96,15.98,0.38,11.72,8.8,11.84,3.79,6.37,0.16,0.44,2.43,0.0,0.0,1
-7.91385,-42.76727,20240519,29.95,36.91,24.12,50.75,4.22,97.97,15.97,0.38,13.12,8.77,13.18,4.53,6.59,0.16,0.44,2.78,0.0,0.0,1
-7.91385,-42.76727,20240520,29.77,37.4,23.65,44.5,3.81,97.99,15.96,0.38,11.05,8.75,11.11,4.37,6.62,0.16,0.44,2.97,0.0,0.0,1
57.71119,18.80676,20240518,14.89,19.06,11.59,70.31,1.63,101.71,22.63,0.68,6.77,10.53,7.2,2.2,3.49,0.58,0.7,1.1,0.0,0.01,1
57.71119,18.80676,20240519,15.39,19.88,11.94,75.06,1.73,101.26,22.62,0.67,7.69,10.58,8.0,1.85,2.48,0.58,0.69,1.34,0.0,0.0,1
57.71119,18.80676,20240520,12.59,14.28,10.47,84.0,1.59,101.65,22.61,0.67,7.39,10.63,7.51,4.38,5.74,0.58,0.69,0.93,0.0,0.14,1
50.0242,36.78403,20240518,14.24,19.16,7.69,76.69,1.82,99.93,19.97,0.66,7.26,10.83,7.69,2.27,2.95,0.06,0.66,1.75,0.0,1.1,1
50.0242,36.78403,20240519,15.31,19.99,9.44,70.06,1.72,99.92,19.96,0.66,6.96,10.87,7.45,1.62,2.26,0.06,0.66,1.13,0.0,0.14,1
50.0242,36.78403,20240520,17.4,22.16,10.01,64.44,1.73,100.05,19.95,0.65,7.26,10.92,7.81,1.45,2.27,0.07,0.65,0.59,0.0,0.05,1
51.59538,43.29498,20240518,11.98,17.15,6.15,82.62,1.77,99.94,21.3,0.65,6.9,10.79,7.14,3.09,4.07,0.06,0.65,2.29,0.0,1.23,1
51.59538,43.29498,20240519,13.45,18.57,8.29,73.38,1.41,100.08,21.29,0.64,6.41,10.84,6.9,2.78,3.54,0.06,0.65,2.0,0.0,0.28,1
51.59538,43.29498,20240520,15.57,21.59,7.33,61.81,1.39,100.15,21.28,0.63,6.04,10.88,6.65,1.74,2.27,0.06,0.64,0.8,0.0,0.0,1
-3.92984,-49.98731,20240518,26.79,29.65,24.48,89.06,5.42,99.95,15.98,0.85,19.35,9.23,19.65,0.85,1.2,3.97,0.88,0.45,0.0,2.56,1
-3.92984,-49.98731,20240519,27.05,29.55,25.11,89.12,5.18,99.93,15.97,0.85,19.78,9.21,20.08,0.93,1.31,3.97,0.88,0.33,0.0,12.39,1
-3.92984,-49.98731,20240520,26.63,28.41,25.44,92.62,5.03,99.91,15.96,0.88,20.14,9.19,20.39,0.7,1.44,3.97,0.88,0.12,0.0,15.52,1
-14.76896,-58.22411,20240518,26.55,32.98,22.35,66.69,1.69,96.5,15.98,0.6,13.67,7.96,14.34,1.95,2.34,0.61,0.62,1.48,0.0,3.56,1
-14.76896,-58.22411,20240519,24.55,29.99,21.09,70.69,1.9,96.69,15.97,0.6,13.49,7.93,13.79,2.53,3.95,0.61,0.62,1.69,0.0,0.0,1
-14.76896,-58.22411,20240520,23.37,30.55,17.73,63.25,1.88,96.57,15.96,0.59,10.68,7.9,11.23,2.26,3.2,0.61,0.62,1.59,0.0,0.0,1
-12.72797,-65.76085,20240518,27.21,33.04,22.37,79.25,4.31,99.51,15.98,0.68,17.09,8.21,17.52,1.32,1.89,0.82,0.67,0.47,0.0,0.09,1
-12.72797,-65.76085,20240519,27.47,32.64,23.42,74.88,4.16,99.57,15.97,0.67,16.48,8.18,16.91,2.61,4.3,0.82,0.66,1.08,0.0,0.04,1
-12.72797,-65.76085,20240520,25.58,31.74,20.48,71.56,3.0,99.58,15.96,0.66,13.98,8.15,14.47,2.52,4.27,0.82,0.66,1.25,0.0,0.0,1
-14.57761,-62.42277,20240518,27.92,34.12,22.21,59.69,3.9,98.95,15.98,0.42,13.55,7.96,13.79,0.67,1.54,4.55,0.49,0.12,0.0,0.01,1
-14.57761,-62.42277,20240519,27.19,32.58,23.65,58.12,3.09,99.11,15.97,0.42,12.88,7.93,12.94,1.09,1.72,4.55,0.49,0.73,0.0,0.0,1
-14.57761,-62.42277,20240520,26.39,32.58,21.04,54.0,2.77,99.02,15.96,0.42,11.29,7.9,11.54,0.83,1.54,4.55,0.49,0.15,0.0,0.0,1
33.86018,12.05517,20240518,22.06,23.33,21.26,82.44,3.28,101.04,18.64,-999.0,13.12,11.19,13.61,3.31,5.77,0.0,-999.0,0.98,-999.0,0.0,1
33.86018,12.05517,20240519,20.92,21.55,20.51,92.5,2.53,100.69,18.63,-999.0,14.16,11.21,14.28,5.7,7.51,0.0,-999.0,3.22,-999.0,0.11,1
33.86018,12.05517,20240520,21.31,23.4,20.33,88.62,2.0,100.63,18.62,-999.0,13.55,11.22,13.98,2.26,7.26,0.0,-999.0,0.41,-999.0,0.02,1
-12.36273,-66.16614,20240518,25.97,30.4,21.87,84.0,4.2,99.44,15.98,0.75,17.09,8.21,17.64,1.14,1.55,1.52,0.74,0.32,0.0,0.06,1
-12.36273,-66.16614,20240519,26.23,30.53,22.56,81.69,4.27,99.49,15.97,0.74,16.91,8.18,17.46,2.04,3.56,1.52,0.73,0.05,0.0,0.06,1
-12.36273,-66.16614,20240520,24.19,28.9,20.35,77.88,3.2,99.52,15.96,0.73,14.16,8.15,14.71,2.1,3.58,1.52,0.73,0.39,0.0,0.0,1
-2.4694,-49.16072,20240518,26.31,27.4,25.24,94.38,5.67,100.91,15.98,0.99,19.96,9.33,20.2,0.92,1.62,3.3,0.97,0.17,0.0,6.68,1
-2.4694,-49.16072,20240519,27.04,29.52,25.22,90.94,5.31,100.88,15.97,0.98,20.02,9.31,20.2,1.27,1.77,3.3,0.96,0.79,0.0,0.61,1
